id,name__fa,name__en,name__ja,name__es,name__fr,name__nl,name__hu,name,wikipedia__en,wikipedia__enwikiquote,wikipedia__fa,wikipedia__fawikiquote,wikipedia__ja,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__zh,name__eu,name__pl,name__ms,name__ceb,name__et,name__el,name__sv,name__ar,name__pt,name__eo,name__ru,name__sr,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__mzn,name__hr,name__az,name__tl,name__da,name__ko,name__he,name__be,name__yo,name__it,name__ps,name__id,name__de,name__ml,name__vi,name__hi,name__sk,name__ca,name__la,name__fo,name__cs,name__mr,name__ur,name__ka,name__lt,name__nb,name__oc,name__sh,name__bar,name__ckb,name__tt,name__ha,name__bn,name__lv,name__hy,name__bs,name__tg,name__uz,name__arz,name__ce,name__sco,name__en_ca,name__en_gb,name__pt_br,name__sd,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__azwikiquote,wikipedia__bar,wikipedia__be_x_old,wikipedia__be,wikipedia__bn,wikipedia__bs,wikipedia__ca,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__frwikiquote,wikipedia__ha,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ps,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__tg,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NKC,website,identifier__NTA,identifier__NUKAT,identifier__FAST,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__nn,name__pa,name__rm,wikipedia__commons,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__zh_min_nan,death_date,identifier__OLID,identifier__GNC,name__ug,name__gl,name__is,name__mn,name__bg,name__af,name__tk,wikipedia__af,wikipedia__arwikiquote,wikipedia__bg,wikipedia__gl,wikipedia__is,wikipedia__kowikiquote,wikipedia__mn,wikipedia__ptwikiquote,wikipedia__tk,wikipedia__ug,identifier__NNDB,name__cy,name__os,name__be_x_old,wikipedia__os,name__bcl,name__scn,name__ta,name__br,name__cv,name__fy,name__pam,name__lb,name__ga,name__gsw,name__sq,name__kk,name__azb,wikipedia__als,wikipedia__azb,wikipedia__bcl,wikipedia__br,wikipedia__cv,wikipedia__cy,wikipedia__fawikisource,wikipedia__fy,wikipedia__ga,wikipedia__kk,wikipedia__lb,wikipedia__pam,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sq,wikipedia__ta,wikipedia__trwikiquote,identifier__Munzinger,twitter,name__mg,wikipedia__mg,wikipedia__cswikiquote,identifier__Britannica,name__lrc,name__de_ch,identifier__CSPAN,last_seen,instagram,wikipedia__sl,identifier__NLI,name__sl,wikipedia__zh_yue,name__yue,wikipedia__eowikiquote,identifier__NDL,wikipedia__glk,name__glk,wikipedia__azwikisource,identifier__bigenc_ru,wikipedia__ukwikiquote,identifier__guardian_topic,occupation,identifier__nyt_topic,name__qu,wikipedia__qu,identifier__snac,wikipedia__fawikinews,wikipedia__enwikinews,wikipedia__trwikinews,wikipedia__arwikinews,wikipedia__itwikiquote,wikipedia__th,identifier__quora,name__th,identifier__ne_se,wikipedia__mai,wikipedia__bewikiquote,name__mai,wikipedia__eswikiquote,wikipedia__hiwikiquote,wikipedia__kawikiquote,wikipedia__zhwikiquote,wikipedia__afwikiquote,wikipedia__dawikiquote,wikipedia__dewikiquote,wikipedia__etwikiquote,wikipedia__euwikiquote,wikipedia__fiwikiquote,wikipedia__glwikiquote,wikipedia__hewikiquote,wikipedia__hrwikiquote,wikipedia__idwikiquote,wikipedia__iswikiquote,wikipedia__jawikiquote,wikipedia__ltwikiquote,wikipedia__mlwikiquote,wikipedia__mrwikiquote,wikipedia__nowikiquote,wikipedia__ruwikiquote,wikipedia__srwikiquote,wikipedia__svwikiquote,wikipedia__urwikiquote,wikipedia__viwikiquote,noble_title,name__diq,wikipedia__diq,identifier__GTAA,identifier__BNE,identifier__EGAXA,identifier__BIBSYS,identifier__BAV,identifier__SELIBR,identifier__LNB,name__ne,wikipedia__ne,family_name,identifier__CSFD,identifier__kinopoisk,identifier__moviemeter,identifier__allmovie,name__aeb_arab,wikipedia__lrc,wikipedia__ky,wikipedia__ast,name__ast,name__ky,wikipedia__kn,name__kn,wikipedia__pnb,name__pnb
Q12842100,,,,,,,,,,,,,,,male,1882,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Rəbi Cahanşahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Rəbi Cahanşahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12842120,,,,,,,,,,,,,,,male,1875,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Əbdüləli xan Diba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Əbdüləli xan Diba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12842135,,,,,,,,,,,,,,,male,1286,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Əli Əsgərabadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Əli Əsgərabadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12849940,,,,,,,,,,,,,,,male,1881,,,,,,,,,,,,,,,,,,,,,,,,,Əhməd xan Maşayixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əhməd xan Maşayixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12850214,,,,,,,,,,,,,,,male,1919,,,,,,,,,,,,,,,,,,,,,,,,,Əmiraslan xan Avşar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əmiraslan xan Avşar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1382680,مصطفی معین,Mostafa Moeen,,Mostafa Moeen,Mostafa Mo'in,Mustafa Moin,Mostafa Moeen,Mostafa Moeen,Mostafa Moeen,,مصطفی معین,,,https://upload.wikimedia.org/wikipedia/commons/9/90/Mostafa_moein.jpg,male,1951-04-01,/m/05l4dg,Mustafa,,,,Mustafa Moin,,,,,,,,Mostafa Moin,,,,,,,,,,,,,,,,,,,,,Mostafa Moin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostafa Moin,,,Mostafa Moin,,,,,,Mostafa Mo'in,,,,,,,,,,,,,,,,,,,,,,,,Mustafa Moin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mostafa Moeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1393466,محمدتقی بهار,Mohammad-Taqi Bahar,モハンマド＝タギー・バハール,Mohammad Taqí Bahar,Mohammad Taghi Bahar,Mohammad-Taqi Bahar,Mohammad Taqí Bahar,Mohammad-Taqi Bahar,Mohammad-Taqi Bahar,,محمدتقی بهار,محمدتقی بهار,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mohammad-Taqi_Bahar-Original.jpg,male,1886-11-07,/m/02m7w5,Mohammad,,,,,,,,,Muhammad-Taqi Bahar,محمد تقي بهار,,Mohammad-Taki Bahar,Мохаммед Таги малек-ош-шоара Бехар,Мухамед-Таки Бахар,,,,Бехар Малек-ош-Шоар,,,ملک الشعرا بهار,,Məhəmmədtağı Bahar,,,,,,,,,,Mohammad-Taqi Bahar,,,,,,,,,,محمد تقی بہار,,,,,,,,,,,,,,Баҳор Муҳаммадтақии Маликушшуаро,Bahor,,,,,,,,محمد تقي بهار,,Məhəmmədtağı Bahar,,,,,,,,,,,,,Mohammad-Taqi Bahar,,,Mohammad-Taki Bahar,Mohammad Taqí Bahar,,,,,Mohammad Taghi Bahar,,,,,,,,,,,,,,,,,,,,ملک الشعرا بهار,,,,,,,,Мохаммед Таги малек-ош-шоара Бехар,,,,,,Мухамед-Таки Бахар,Muhammad-Taqi Bahar,Баҳор Муҳаммадтақии Маликушшуаро,,,,Бехар Малек-ош-Шоар,محمد تقی بہار,Bahor (shoir),,,,0000 0001 1067 6723,64150244,118932500,n87944504,,,,,,120967375,n2003091718,224757,,,,,,,,Mohammad-Taqi Bahar,,,,Category:Mohammad-Taqi Bahar,,,Mohammad-Taqi Bahar,,1951-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمدتقی بهار,,محمدتقی بهار,,,,,پدیدآورنده:محمدتقی بهار,,,,,,,,,,,,,,,,biography/Muhammad-Taqi-Bahar,,,,,,,,,,,,,,,,1857281,,,poet,,,,w6np40hv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075159,,,,,,,,,,,,,,,,,,,,
Q1394767,غلامعلی حداد عادل,Gholam-Ali Haddad-Adel,ゴラームアリー・ハッダード＝アーデル,Gholamalí Haddad Adel,Gholam Ali Haddad-Adel,Gholam-Ali Haddad-Adel,,Gholam-Ali Haddad-Adel,Gholam-Ali Haddad-Adel,Gholam-Ali Haddad-Adel,غلامعلی حداد عادل,غلامعلی حداد عادل,ゴラームアリー・ハッダード＝アーデル,https://upload.wikimedia.org/wikipedia/commons/4/4f/Haddad-Adel.JPG,male,1945-05-04,/m/02d6r4,,,,,,,,,,,غلام علي حداد عادل,,Golam-Ali Hadad-Adel,Голям-Али Хаддад Адель,,,Голјам-Али Хадад-Адел,,Голям-Алі Хаддад Адель,,,,,,,,,,,,,,,Gholam Ali Haddad-Adel,,,,,,,,,,غلام علی حداد عادل,,,,,,,,,,,,,,,,,,,,,,,غلام علي حداد عادل,,,,,,,,,,,,,,,Gholam Ali Haddad-Adel,,,Golam-Ali Hadad-Adel,Gholamalí Haddad Adel,,,,,Gholam Ali Haddad-Adel,,,,,,,,,,,,,,,,Голјам-Али Хадад-Адел,,,,,,,,,,,,"Хаддад Адель, Голям-Али",,,,,,,,,,,,Голям-Алі Хаддад Адель,,,,,,0000 0000 1963 5461,60288741,134070976,n86872822,,,,,,,,,,,古拉姆-阿里·哈達德-阿德爾,,古拉姆-阿里·哈达德-阿德尔,,,,,,,,,,,,,,,,,,,Голам-Али Хадад Адел,,,,,Голам-Али Хадад Адел,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physicist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1397504,موریس معتمد,Maurice Motamed,モリース・モータメド,Maurice Motamed,Maurice Motamed,Maurice Motamed,Maurice Motamed,Maurice Motamed,Maurice Motamed,Maurice Motamed,موریس معتمد,موریس معتمد,,,male,1945,/m/0b4_nv,Maurice,,,,,,Maurice Mo‘tamed,,,,,Maurice Motamed,,"Мотамед, Морис",,,,,,,,,,,Maurice Mo‘tamed,,,מוריס מותמד,,,,,,Maurice Motamed,,,मौरीस मतमद,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Mo’tamed,,,,,Maurice Motamed,,,,,,,,,Maurice Motamed,,,מוריס מותמד,मौरीस मतमद,,,,,,,,,,,,,,,,,,,,,,,Maurice Motamed,"Мотамед, Морис",,,,,,,,,Maurice Mo‘tamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motamed,,,,,,,,,Maurice Motamed,,,,,
Q1398054,فتح‌الله خان اکبر,Fathollah Khan Akbar,,Fathollah Khan Akbar,Fathollah Akbar Sepahdar,Fathollah Khan Akbar,Fathollah Khan Akbar,Fathollah Khan Akbar,Fathollah Khan Akbar,,فتح‌الله خان اکبر,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Sepahdar.jpg,male,1878,/m/0bhchgp,,,法圖拉汗·阿克巴爾,,,,,,,,,,,Фатулла-хан Акбар,,,,,Фатулла Хан Акбар,,,سپهدار رشتی,,Fəthulla xan Əkbər,,,,,,,,,,Fathollah Akbar Sepahdar,,,,,Akbar Fathallah Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fətulla xan Əkbər,,,,,,,Akbar Fathallah Khan,,,,,,Fathollah Akbar Sepahdar,,,,,,,,,Fathollah Akbar Sepahdar,,,,,,,,,,,,,,,,,,,,سپهدار رشتی,,,,,,,,Фатулла-хан Акбар,,,,,,,,,,,,Фатулла Хан Акбар,,,,,法圖拉汗·阿克巴爾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1399358,حسن مستوفی,Mostowfi ol-Mamalek,,Mostowfi ol-Mamalek,Hassan Mostowfi,Mostowfi ol-Mamalek,Mostowfi ol-Mamalek,Mostowfi ol-Mamalek,Mostowfi ol-Mamalek,,حسن مستوفی‌الممالک,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Mostowfi.jpg,male,1875-10-05,/m/0877kn,Hassan,,穆斯圖菲·瑪瑪雷克,,,,,,,,مستوفي الممالك,,,Мирза Хасан-хан Мустовфи аль-Мемалик,,,,,Мустафі аль-Мамалек,,,,,Həsən xan Mustovfi əl-Məmalik,,,,,,,,,Mostowfi ol-Mamalek,Hassan Mostofi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مستوفي الممالك,,Həsən xan Mustovfi əl-Məmalik,,,,,,,,,,,,,Hassan Mostofi,,,,,,,,,Hassan Mostofi ol-Mamalek,,,,,,,,Mostowfi ol-Mamalek,,,,,,,,,,,,,,,,,,,,Мирза Хасан-хан Мустовфи аль-Мемалик,,,,,,,,,,,,Мустафі аль-Мамалек,,,,,穆斯圖菲·瑪瑪雷克,,56370131,,no2006081521,,,,,,,,,,穆斯图菲·玛玛雷克,穆斯圖菲·瑪瑪雷克,穆斯圖菲·瑪瑪雷克,,,,,,,,Category:Hassan Mostowfi ol-Mamalek,,,,,1932-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حسن موستوفی الممالک,,حسن موستوفی الممالک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14514594,سید محمود علوی,Mahmoud Alavi,マフムード・アラヴィー,Seyyed Mahmud Alaví,Mahmoud Alavi,Mahmoud Alavi,Seyyed Mahmud Alaví,Mahmoud Alavi,Mahmoud Alavi,,سید محمود علوی,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/محمود-علوی.jpg,male,"",,Mahmud,,馬哈茂德·阿拉維,,,,,,,,محمود علوي,,,,,,,,,,,,,,,,,,,,Mahmoud Alavi,,,Mahmud Alawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمود علوي,,,,,,,,,,,,,,,Mahmud Alawi,,,,Seyyed Mahmud Alaví,,,,,,,,,,,,,,,Mahmoud Alavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282696218,,,,,,,http://mahmoudalavi.com/,07839628X,,,,,,,,,,,,,,Category:Mahmoud Alavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14517896,حمید چیت‌چیان,Hamid Chitchian,,Hamid Chitchián,Hamid Chitchián,Hamid Chitchian,Hamid Chitchián,Hamid Chitchian,Hamid Chitchian,,حمید چیت‌چیان,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Hamid_Chitchian_1393.jpg,male,1957-03-21,,Hamid,,,,,,,,,,حميد شيت شيان,,,,,,,,,,,,,Həmid Çitçiyan,,,,,,,,,,Hamid Chitchian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حميد شيت شيان,,Həmid Çitçiyan,,,,,,,,,,,,,Hamid Chitchian,,,,Hamid Chitchián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hamid Chitchian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14565990,الهام امین‌زاده,Elham Aminzadeh,,Elham Aminzadeh,Elham Aminzadeh,Elham Aminzadeh,Elham Aminzadeh,Elham Aminzadeh,Elham Aminzadeh,,الهام امین‌زاده,الهام امین‌زاده,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Elham_Aminzadeh_01.jpg,female,1964,/m/0wq40bk,Elham,,,,Elham Aminzadeh,,,,,,إلهام أمين زاده,,,,,,,,,,,,,,,,,,,,,,,Elham Aminzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إلهام أمين زاده,,,,,,,,,,,,,,,,,,,,,,,,Elham Aminzadeh,,,,,,,,,,,,,,,,,,,,,,,,Elham Aminzade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aminzadeh,,,,,,,,,,,,,,
Q1469032,محسن میردامادی,Mohsen Mirdamadi,,Mohsen Mirdamadi,Mohsen Mirdamadi,Mohsen Mirdamadi,Mohsen Mirdamadi,Mohsen Mirdamadi,Mohsen Mirdamadi,,محسن میردامادی,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Mohsen_Mirdamadi.jpg,male,1955,/m/0krw2s,Mohsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohsen Mirdamadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohsen Mirdamadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohsen Mirdamadi,,,,,
Q14923234,اسدالله عباسی,Asadollah Abbasi,,,Asadollah Abbasi,Asadollah Abbasi,,Asadollah Abbasi,Asadollah Abbasi,,اسدالله عباسی,,,,male,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asadollah Abbasi,,,Asadollah Abbasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asadollah Abbasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dr-abbasi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1588424,هاشم صباغیان,Hashem Sabbaghian,,Hashem Sabbaghian,Hashem Sabbaghian,Hashem Sabbaghian,Hashem Sabbaghian,Hashem Sabbaghian,Hashem Sabbaghian,,هاشم صباغیان,هاشم صباغیان,,https://upload.wikimedia.org/wikipedia/commons/0/04/Sabbaghian.jpg,male,1937-01-01,/m/0269h__,Hashem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hashem Sabbaghian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haschem Sabbaghian,,,,Hashem Sabbaghian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hashem Sabbaghian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hashem Sabbaghian,Hashem Sabbaghian,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,Hashem-Sabbaghian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hashem Sabbaghian,,,,,
Q1588572,حسن ارسنجانی,Hasan Arsanjani,,Hasan Arsanjani,Hasan Arsanjani,Hasan Arsanjani,Hasan Arsanjani,Hasan Arsanjani,Hasan Arsanjani,,حسن ارسنجانی,,,https://upload.wikimedia.org/wikipedia/commons/2/24/Hassan_Arsanjani_(cropped).jpg,male,1923-08,/m/02q67bv,Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Arsanjani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Arsanjani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307207875,,,,,,,,,,,,,,,,,,,,,,Category:Hasan Arsanjani,,,,,1969-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasan Arsanjani,,,,,
Q1588597,حسن پیرنیا,Hassan Pirnia,ハサン・ピールニヤー,Hassan Pirnia,Hassan Pirnia,Hassan Pirnia,Hassan Pirnia,Hassan Pirnia,Hassan Pirnia,,حسن پیرنیا,حسن پیرنیا,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Hassan_Pirnia_2.jpg,male,1872,/m/0809pk3,Hassan,,哈桑·皮爾尼亞,,,,,,,,,,,Хасан Пирния,,Hasan Pirniya,,,Хассан Пірнія,,,,,Həsən Pirniya,,,,,,,,,Hassan Pirnia,Hassan Pirnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Həsən Pirniya,,,,,,,,,,,,,Hassan Pirnia,,,,,,,,,Hassan Pirnia,,,,,,,,Hassan Pirnia,,,,,,,,,,,,,,,,,,,,"Пирния, Хасан",,,,,,,,,,Hasan Pirniya,,Хассан Пірнія,,,,,哈桑·皮爾尼亞,0000 0000 7148 7486,162657496,1056116943,n99910110,,,,,,,n2003040445,1841620,,,,,,,,,,,,Category:Hassan Pirnia,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Pirnia,,,,,
