id,name__pt,name__eo,name__eu,name__ru,name__fr,name__en,name__ast,name__es,name__ca,name__fi,name__it,name__be_tarask,name__gl,name__de,name__cs,name__nl,name__nb,name__da,name__nn,name__sv,name,wikipedia__ast,wikipedia__be_x_old,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__it,wikipedia__pt,wikipedia__ru,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,name__pl,name__arz,name__oc,name__uk,wikipedia__arz,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__sv,wikipedia__uk,identifier__ISNI,identifier__SUDOC,identifier__Munzinger,identifier__BNF,identifier__CANTIC,name__ja,wikipedia__ja,identifier__BNE,name__tr,wikipedia__tr,name__la,name__fa,wikipedia__la,name__zh,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__ar,name__af,name__et,name__hr,name__hu,name__is,name__lt,name__sk,name__sl,name__sq,name__gsw,wikipedia__ar,wikipedia__eswikiquote,wikipedia__euwikiquote,wikipedia__ro,wikipedia__cawikiquote,identifier__GNC,name__en_ca,name__en_gb,identifier__EuroparlMEP,wikipedia__itwikiquote,name__eml,wikipedia__eml,wikipedia__sq,wikipedia__simple,death_date,identifier__NTA,name__el,name__he,wikipedia__he,name__an,name__br,name__ga,name__lb,name__lmo,name__nds_nl,name__pms,name__wa,wikipedia__no,identifier__parlement,name__ko,wikipedia__fa,wikipedia__ko,wikipedia__el,name__mg,wikipedia__mg,wikipedia__an,wikipedia__hu,wikipedia__sk,family_name,twitter,website,facebook,linkedin,wikipedia__hr,identifier__IMDB,identifier__AlloCine,name__be,name__bg,name__cy,name__ext,name__gd,name__hy,name__id,name__io,name__ka,name__mr,name__ms,name__nah,name__sh,name__sr,name__ta,name__vi,name__war,name__yo,name__lad,name__pt_br,name__gn,name__lv,name__az,name__hak,name__tt,name__ie,name__th,name__yue,name__mk,name__sco,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__et,wikipedia__ext,wikipedia__frwikinews,wikipedia__gd,wikipedia__gn,wikipedia__hak,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__lad,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nah,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tt,wikipedia__vi,wikipedia__war,wikipedia__yo,wikipedia__zh_yue,name__bcl,wikipedia__eswikinews,original_wikiname,identifier__allmovie,wikipedia__cswikiquote,identifier__MusicBrainz,name__bar,name__co,name__de_at,name__de_ch,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nrm,name__pcd,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,wikipedia__glwikiquote,identifier__FAST,wikipedia__ga,name__bs,last_seen,electoral_district,identifier__SELIBR,identifier__NUKAT,identifier__NKC,identifier__PTBNP,identifier__dialnet,identifier__google_scholar,identifier__BVMC,second_surname,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__filmportal_de,identifier__elonet,identifier__PACE,identifier__NDL,wikipedia__hsb,name__hsb,wikipedia__sc,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,identifier__quora,identifier__snac,identifier__OLID,wikipedia__cawikinews,wikipedia__dewikinews,wikipedia__ptwikinews,wikipedia__srwikinews,wikipedia__enwikiquote,noble_title,identifier__BNC,identifier__CiNii,identifier__NLI,name__bn,instagram,wikipedia__ml,name__ml,identifier__BIBSYS,identifier__NLP,identifier__Britannica,identifier__youtube,pseudonym,name__hi,wikipedia__lmo,identifier__ORCID,name__nys,wikipedia__is,name__ha,wikipedia__ha,name__kn,weblog,wikipedia__als,identifier__ULAN,wikipedia__nn,wikipedia__uz,name__uz,name__lfn,honorific_prefix,wikipedia__af,wikipedia__bewikiquote,wikipedia__ig,wikipedia__nov,wikipedia__olo,wikipedia__pms,wikipedia__sl,wikipedia__vec,wikipedia__ne,wikipedia__xmf,name__nov,name__ig,name__olo,wikipedia__tl,name__tl,wikipedia__fy,wikipedia__hi,name__fy,wikipedia__wa,wikipedia__zh_min_nan,name__xmf,name__ne,name__ty,name__nan,wikipedia__kw,identifier__GTAA,name__kw,identifier__bigenc_ru,identifier__CONOR,wikipedia__azb,name__azb,wikipedia__wuu,name__wuu,identifier__flickr,wikipedia__ukwikiquote,name__ur,wikipedia__qu,name__qu
Q11926550,,,,,Immaculada Riera i Reñé,Immaculada Riera i Reñé,Immaculada Riera i Reñé,Immaculada Riera i Reñé,Immaculada Riera i Reñé,,,,,,,Immaculada Riera i Reñé,,,,,Immaculada Riera i Reñé,,,Inmaculada Riera i Reñé,,,,,,Inmaculada Riera,,,,,,,,,female,,,,1960-10-31,,Immaculada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immaculada Riera i Reñé,,,,Immaculada Riera i Reñé,Immaculada Riera i Reñé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inmaculada Riera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11926864,Isabel López,,Isabel López,,Isabel López i Chamosa,Isabel López i Chamosa,Isabel López,Isabel López,Isabel López i Chamosa,,Isabel López,,Isabel López Chamosa,Isabel López,,Isabel López i Chamosa,,,Isabel López,Isabel López,Isabel López,,,Isabel López i Chamosa,,,,,,Isabel López,,,,Isabel López Chamosa,,,,,female,,,,1953-10-18,,Isabel,Isabel López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabel López,إيزابيل لوبيز,,,,,,,,Isabel López,Isabel López i Chamosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabel López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11928385,Jordi Xuclà,,Jordi Xuclà,,Jordi Xuclà i Costa,Jordi Xuclà,Jordi Xuclà,Jordi Xuclà,Jordi Xuclà i Costa,,Jordi Xuclà,,Jordi Xuclà,Jordi Xuclà,,Jordi Xuclà,,,Jordi Xuclà,Jordi Xuclà,Jordi Xuclà,,,Jordi Xuclà i Costa,Category:Jordi Xuclà i Costa,,,Jordi Xuclà,,Jordi Xuclà,,,Jordi Xuclà,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Candidats_eleccions_20D_-_Jordi_Xuclà.jpg,male,86528773,,,1973-05-13,,Jordi,Jordi Xuclà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordi Xuclà,,,,,Jordi Xuclà,,,,Jordi Xuclà,Jordi Xuclà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuclà,jordixucla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordi Xuclà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493170,,,Costa,,,,,,,,6362,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11929451,Julián López Milla,,Julián López Milla,,Julián López Milla,Julián López Milla,Julián López Milla,Julián López Milla,Julián López Milla,,Julián López Milla,,Julián López Milla,Julián López Milla,,Julián López Milla,,,Julián López Milla,Julián López Milla,Julián López Milla,,,Julián López Milla,,,,,,Julián López Milla,,,Julián López Milla,,,,,,male,,,,1971-05-11,,Julián,Julián López Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julián López Milla,,,,,Julián López Milla,,,,Julián López Milla,Julián López Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,julmilla,,julian.l.milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julián López Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270475,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11934941,,,,,Manuel Cervera Taulet,Manuel Cervera Taulet,Manuel Cervera Taulet,Manuel Cervera Taulet,Manuel Cervera Taulet,,Manuel Cervera Taulet,,,,,Manuel Cervera Taulet,,,,,Manuel Cervera Taulet,,,Manuel Cervera Taulet,Category:Manuel Cervera,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/be/(Manuel_Cervera)_Cervera_en_Peñíscola._24_Junio_2010_(4762905555)_(cropped).jpg,male,,,,1962,,Manuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Cervera Taulet,Manuel Cervera Taulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11935220,,,,Марк Сольсона Айксала,Marc Solsona Aixalà,Marc Solsona Aixalà,,Marc Solsona Aixalà,Marc Solsona i Aixalà,,,,Marc Solsona Aixalà,Marc Solsona Aixalà,,Marc Solsona Aixalà,,,,,Marc Solsona Aixalà,,,Marc Solsona i Aixalà,Category:Marc Solsona i Aixalà,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/0/01/Flickr_-_Convergència_Democràtica_de_Catalunya_-_Marc_Solsona,_número_2_de_CiU_de_Lleida_al_Congrés_atenent_els_mitjans_de_comunicación_els.jpg",male,,,,1976-04-07,,Marc,Marc Solsona Aixalà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marc Solsona Aixalà,,,,Marc Solsona Aixalà,Marc Solsona Aixalà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solsona,solsona_marc,,marc.solsonaaixala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aixalà,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11935262,Marcelo Expósito,,Marcelo Expósito,,Marcelo Expósito Prieto,Marcelo Expósito,Marcelo Expósito,Marcelo Expósito,Marcelo Expósito Prieto,,Marcelo Expósito,,Marcelo Expósito,Marcelo Expósito,,Marcelo Expósito,,,Marcelo Expósito,Marcelo Expósito,Marcelo Expósito,,,Marcelo Expósito Prieto,Category:Marcelo Expósito,,,,,Marcelo Expósito,,,Marcelo Expósito,Marcelo Expósito,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/El_Cambi_Real_És_Possible!_(22892640704).jpg,male,59963164,122319281,no96036839,1966-05-29,,Marcelo,Marcelo Expósito,,,,,,,,,,0000 0000 7823 6946,,,,,,,,,,,,,,,,,,,,,Marcelo Expósito,,,,,,,,,Marcelo Expósito,Marcelo Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expósito,mrenau,http://www.marceloexposito.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377990,,,,,,,,,,,,,,,,,,,,,,,,,,professor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11935765,,,,,María Olaia Fernández Dávila,María Olaia Fernández Dávila,María Olaia Fernández Davila,María Olaia Fernández Dávila,María Olaia Fernández Dávila,,María Fernández,,Olaia Fernández Davila,,,María Olaia Fernández Dávila,,,,,María Olaia Fernández Dávila,María Olaia Fernández Davila,,María Olaia Fernández Dávila,,,,,,María Olaia Fernández Davila,,,,Olaia Fernández Davila,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Olaia_Fernández_Davila.jpg,female,,,,1954-01-27,,Dj Garlim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Olaia Fernández Dávila,,,,María Olaia Fernández Dávila,María Olaia Fernández Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Olaia Fernández Davila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11936733,,,,,Miguel-Anxo Fernán-Vello,Miguel-Anxo Fernán-Vello,,Miguel Anxo Fernán-Vello,Miguel-Anxo Fernán-Vello,,,,Miguel Anxo Fernán-Vello,,,Miguel-Anxo Fernán-Vello,,,,,Miguel Anxo Fernán-Vello,,,Miguel Anxo Fernán-Vello,Category:Miguel Anxo Fernán-Vello,,,,,Miguel Anxo Fernán-Vello,,,Miguel Anxo Elías Fernández Bello,Miguel Anxo Fernán-Vello,,,,https://upload.wikimedia.org/wikipedia/commons/6/68/Miguel_Anxo_Fernán-Vello_(AELG)-4.jpg,male,13885746,173675662,n88624019,1958-10-08,,Miguel,,,,,,,,,,,0000 0000 6638 6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Anxo Fernán-Vello,Miguel-Anxo Fernán-Vello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912033,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,90622173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11951592,,,Teresa Jordà i Roura,,Teresa Jordà i Roura,Teresa Jordà i Roura,Teresa Jordà i Roura,Teresa Jordà i Roura,Teresa Jordà i Roura,,,,,Teresa Jordà i Roura,,Teresa Jordà i Roura,,Teresa Jordà,,Teresa Jordà,Teresa Jordà i Roura,,,Teresa Jordà i Roura,Category:Teresa Jordà i Roura,,,Teresa Jordà,,Teresa Jordà,Teresa Jordà,,Teresa Jordà,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Teresa_Jordà_retrat_oficial_2018.jpg,female,,,,1972-06-19,,Teresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Jordà i Roura,,,,Teresa Jordà i Roura,Teresa Jordà i Roura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordà,teresajorda,,teresa.jorda.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Jordà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roura,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,tjorda.erc,,,,,,,,,,,,,,,,,,,,,,,The Honourable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12156127,,,,,Belén Hoyo Juliá,Belén Hoyo,,Belén Hoyo,Belén Hoyo Juliá,,,,,,,Belén Hoyo,,,,,Belén Hoyo,,,Belén Hoyo Juliá,,,,Belén Hoyo Juliá,,Belén Hoyo,,,Belén Hoyo Juliá,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/(Belén_Hoyo)_Rajoy_asiste_al_debate_de_la_moción_de_censura_al_Gobierno_(31-05-2018).jpg,female,,,,1984-05-05,,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belén Hoyo,,,,Belén Hoyo,Belén Hoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoyo,belenhoyo,,Belén-Hoyo-Juliá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belén Hoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794979,,,,,,,,,,,7642,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12262875,Maite Ariztegui Larrañaga,,Maite Aristegi,,Maite Ariztegui Larrañaga,Maite Aristegi,Maite Ariztegui Larrañaga,Maite Ariztegui Larrañaga,Maite Ariztegui Larrañaga,,Maite Ariztegui Larrañaga,,Maite Aristegi,Maite Ariztegui Larrañaga,,Maite Ariztegui Larrañaga,,,Maite Ariztegui Larrañaga,Maite Ariztegui Larrañaga,Maite Ariztegui Larrañaga,,,,,,,,,,Maite Aristegi,,,Maite Aristegi,,,,https://upload.wikimedia.org/wikipedia/commons/3/34/Maite_Aristegi.jpg,female,,,,1962-10-03,,Maite,Maite Ariztegui Larrañaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maite Ariztegui Larrañaga,,,,,,,,,Maite Aristegi,Maite Aristegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12382952,,,,,Ana Belén Vázquez,Ana Belén Vázquez,,Ana Belén Vázquez,Ana Belén Vázquez Blanco,,,,Ana Belén Vázquez,,,Ana Belén Vázquez,,,,,Ana Belén Vázquez,,,Ana Belén Vázquez Blanco,,,,,,Ana Belén Vázquez Blanco,,,Ana Belén Vázquez Blanco,Ana Belén Vázquez,,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/(Ana_Belén_Vázquez_Blanco)_Constitución_comisión_modelo_policial1.jpg,female,,,,1975-01-27,,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Belén Vázquez,Ana Belén Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Belén Vázquez Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12385903,,,,,Celso Delgado,Celso Delgado,,Celso Luis Delgado Arce,Celso Delgado,,Celso Delgado,,Celso Delgado,,,,,,,,Celso Luis Delgado Arce,,,,,,,,,Celso Delgado,,,Celso Delgado,Celso Delgado,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Celso_Delgado.jpg,male,,,,1958-02-23,,Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celso Luis Delgado Arce,Celso Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delgado,CelsoDelgadoOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celso Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12390253,,,,,Guillermo Collarte,Guillermo Collarte,Guillermo Collarte,Guillermo Collarte,Guillermo Collarte,,Guillermo Collarte,,Guillermo Collarte,,,,,,,,Guillermo Collarte,,,,,,,,,,,,,Guillermo Collarte,,,,,male,,,,1954,,Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Collarte,Guillermo Collarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12390717,Irene Garrido Valenzuela,,Irene Garrido Valenzuela,Ирена Гарридо,Irene Garrido,Irene Garrido,Irene Garrido Valenzuela,Irene Garrido,Irene Garrido Valenzuela,,Irene Garrido,,Irene Garrido,Irene Garrido Valenzuela,,Irene Garrido Valenzuela,,,Irene Garrido Valenzuela,Irene Garrido Valenzuela,Irene Garrido,,,Irene Garrido Valenzuela,Category:Irene Garrido,,,,,Irene Garrido,,,Irene Garrido Valenzuela,Irene Garrido,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Irene_Garrido_2017.jpeg,female,,,,1960-03-29,,Irene,Irene Garrido Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Garrido Valenzuela,,,,,,,,,Irene Garrido Valenzuela,Irene Garrido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garrido,garridoirene1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Garrido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034448,,,Valenzuela,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12392976,Marta González Vázquez,,Marta González Vázquez,,Marta González Vázquez,Marta González Vázquez,Marta González Vázquez,Marta González Vázquez,Marta González Vázquez,,Marta González Vázquez,,Marta González,Marta González Vázquez,,Marta González Vázquez,,,Marta González Vázquez,Marta González Vázquez,Marta González Vázquez,,,Marta González Vázquez,Category:Marta González Vázquez,,,,,Marta González Vázquez,,,Marta González Vázquez,Marta González,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/(Marta_González_Vázquez)_Reunión_Foro_Social_Partido_Popular_en_sede_distrito_Salamanca_contra_la_violencia_de_género._(44167499810)_(cropped).jpg,female,107585383,,nr92033654,1965-01-25,,Marta,Marta González Vázquez,,,,,,,,,,0000 0001 1697 1942,,,,,,,,,,,,,,,,,,,,,Marta González Vázquez,مارتا غونزاليس,,,,,,,,Marta González Vázquez,Marta González Vázquez,,,,,,,,,,,,,,,,,314903968,,,,,,,,,,,,,,,,,,,,,,,González,MartaGlezVzqz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marta González Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9349,,,Vázquez,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12397261,,,,,Paz Lago,Paz Lago,Paz Lago,Paz Lago,Paz Lago,,Paz Lago,,Paz Lago,,,,,,,,Paz Lago,,,,,,,,,,,,,Paz Lago,,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Paz_Lago_2017.jpg,female,,,,1975-08-17,,Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paz Lago,Paz Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
