id,name__en,name__ja,name__sco,name__fr,name__de,name,wikipedia__en,wikipedia__ja,gender,birth_date,given_name,original_wikiname,name__en_ca,name__en_gb,name__ca,name__oc,name__nl,name__zh,wikipedia__commons,wikipedia__de,wikipedia__fr,wikipedia__zh,image,twitter,family_name,identifier__VIAF,identifier__freebase,identifier__IMDB,name__es,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__th,name__vi,name__sh,name__ar,name__nb,name__id,name__cs,wikipedia__ar,wikipedia__es,wikipedia__id,wikipedia__jawikiquote,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__th,wikipedia__vi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__NDL,website,name__ru,name__uk,name__yue,wikipedia__cs,wikipedia__ru,wikipedia__ruwikinews,wikipedia__uk,wikipedia__zh_yue,name__eo,name__he,wikipedia__eo,wikipedia__he,name__zh_mo,name__zh_my,name__et,wikipedia__et,name__sv,wikipedia__sv,name__fi,name__cy,wikipedia__fi,wikipedia__simple,death_date,name__it,identifier__CiNii,name__nan,name__ka,wikipedia__it,wikipedia__ka,wikipedia__zh_min_nan,identifier__MusicBrainz,name__pt,name__ms,name__fa,name__tl,wikipedia__ca,wikipedia__fa,wikipedia__ms,wikipedia__pt,wikipedia__tl,identifier__BNF,name__lb,name__jv,name__ta,name__hu,name__bn,name__el,name__my,name__sr,name__tr,name__si,name__io,name__az,name__hr,name__be,name__arz,name__yo,name__lv,name__gl,name__ro,name__la,name__bg,name__mr,name__lt,name__war,name__qu,name__ast,name__cdo,name__mg,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__cdo,wikipedia__cy,wikipedia__el,wikipedia__gl,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__jv,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__my,wikipedia__oc,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__si,wikipedia__sr,wikipedia__ta,wikipedia__thwikiquote,wikipedia__tr,wikipedia__war,wikipedia__yo,wikipedia__zhwikiquote,name__bs,name__sq,name__bcl,name__mk,name__sah,name__nn,name__kk,name__da,name__ml,name__tt,name__nds,name__pih,name__su,wikipedia__bcl,wikipedia__da,wikipedia__kk,wikipedia__kowikiquote,wikipedia__mk,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sah,wikipedia__sq,wikipedia__su,wikipedia__tt,identifier__NNDB,identifier__Munzinger,name__pam,name__bxr,wikipedia__bxr,wikipedia__pam,identifier__NLA,identifier__NKC,identifier__BNE,identifier__PTBNP,identifier__NTA,identifier__NUKAT,identifier__CANTIC,identifier__SFDb,name__sr_el,name__sr_ec,name__nov,name__hy,name__is,name__scn,name__lzh,name__mn,name__pt_br,name__simple,name__ga,name__hi,name__hak,name__eu,name__yi,name__tg,name__ba,name__pa,wikipedia__ba,wikipedia__cswikiquote,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kowikinews,wikipedia__mn,wikipedia__pa,wikipedia__scn,wikipedia__tg,wikipedia__yi,name__bo,name__wuu,name__sgs,name__ksh,name__de_ch,wikipedia__bat_smg,wikipedia__bo,wikipedia__bs,wikipedia__ksh,wikipedia__ltwikiquote,wikipedia__wuu,name__rw,wikipedia__rw,identifier__AlloCine,identifier__allmovie,identifier__discogs,name__bar,wikipedia__bar,wikipedia__zu,identifier__Britannica,name__zu,wikipedia__enwikiquote,identifier__FAST,facebook,wikipedia__vo,name__vo,name__kana,identifier__moviemeter,last_seen,identifier__NLAtrove,identifier__kinopoisk,name__af,name__an,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sw,name__vec,name__vls,name__vmf,name__wa,name__wo,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__anime_news,weblog,political_alignment,identifier__senate_nl,identifier__elonet,identifier__PORT,identifier__SCOPE,wikipedia__ptwikiquote,wikipedia__uz,name__uz,wikipedia__fawikiquote,identifier__wikitree,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__ne,name__ne,identifier__nyt_topic,identifier__snac,wikipedia__srwikinews,wikipedia__zhwikinews,identifier__quora,wikipedia__ptwikinews,identifier__youtube,name__ext,wikipedia__ie,wikipedia__vep,name__vep,wikipedia__azb,name__azb,identifier__ioc_athlete,instagram,email,wikipedia__sl,wikipedia__an,name__ace,name__sl,identifier__GTAA,identifier__google_plus,name__kl,wikipedia__enwikisource,identifier__GNC,name__map_bms,name__bjn,name__bug,name__gor,name__tet,identifier__BIBSYS,identifier__NLI,wikipedia__frwikisource,name__ur,wikipedia__ur,wikipedia__jawikisource,wikipedia__sk,wikipedia__kn,name__kn,wikipedia__ha
Q1133880,Toshihiro Nikai,二階俊博,,Toshihiro Nikai,Toshihiro Nikai,Toshihiro Nikai,Toshihiro Nikai,二階俊博,male,1939-02-17,Toshihiro,Nikai Toshihiro,,,,,Toshihiro Nikai,"二階俊博,",Category:Toshihiro Nikai,Toshihiro Nikai,Toshihiro Nikai,二階俊博,https://upload.wikimedia.org/wikipedia/commons/2/25/Toshihiro_Nikai-20061120.jpg,,,114903425,/m/08m_0v,,Toshihiro Nikai,二阶俊博,二階俊博,二階俊博,,,,,니카이 도시히로,,,,,,,Tošihiro Nikai,,,,,니카이 도시히로,,,,,,,0000 0000 8475 5558,,nr96039499,,00157860,http://www.nikai.jp/,"Никаи, Тосихиро",,,,,,,,,,,,,,,,,,,,,,,,DA09824343,,,,,,,,,,,,,,,,,,,,Toshihiro Nikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100005800475952,,,にかい としひろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1134738,Minoru Yanagida,柳田稔,Minoru Yanagida,Minoru Yanagida,Minoru Yanagida,Minoru Yanagida,Minoru Yanagida,柳田稔,male,1954-11-06,Minoru,柳田稔,,,,,Minoru Yanagida,,Category:Minoru Yanagida,Minoru Yanagida,Minoru Yanagida,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Minoru_Yanagida_cropped_1_Minoru_Yanagida_and_Ambassadors_20101022.jpg,,Yanagida,,/m/03d0phg,,Minoru Yanagida,,,,,,,,야나기다 미노루,,,,,,,Minoru Janagida,,,,,야나기다 미노루,,,,,,,,,,,,http://www.yarukida.com/,Минору Янагида,,,,"Янагида, Минору",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minoru Yanagida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minoru Yanagida,,,,,,,Minoru Yanagida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,やなぎだ みのる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11353993,Hiromi Mitsubayashi,三ッ林裕巳,,Hiromi Mitsubayashi,,Hiromi Mitsubayashi,,三ッ林裕巳,male,1955-09-07,Hiromi,,,,,,Hiromi Mitsubayashi,,,,,,,hiromitsubayasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://h-mitsubayashi.com/,"Мицубаяси, Хироми",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hiromi.mitsubayashi,,,みつばやし ひろみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1135729,Goshi Hosono,細野豪志,,Goshi Hosono,Gōshi Hosono,Goshi Hosono,Goshi Hosono,細野豪志,male,1971-08-21,,Hosono Gōshi,,,,,Goshi Hosono,細野豪志,Category:Gōshi Hosono,Gōshi Hosono,Gōshi Hosono,細野豪志,https://upload.wikimedia.org/wikipedia/commons/7/7d/Goshi_Hosono_Minshu_IMG_5474_20130707.JPG,hosono_54,Hosono,260897162,/m/03cfpkg,,Goshi Hosono,细野豪志,細野豪志,細野豪志,,,,,호소노 고시,,,,,,,Góši Hosono,,,,,호소노 고시,,,,,,,0000 0003 8115 9488,108971131X,no2013144014,,00914001,http://www.gohosono.com/,"Хосоно, Госи",,,,,,,,Goŝi Hosono,,Goŝi Hosono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goshi Hosono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hosono54,,,ほその ごうし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,goshihosono,,,,,,,,,,,,,,,,,,,,,,,,,
Q11357294,Hidehiro Mitani,三谷英弘,,,,Hidehiro Mitani,,三谷英弘,male,1976-06-28,,,,,,,Hidehiro Mitani,,,,,,,mitani_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://mitani-h.net/,"Митани, Хидэхиро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mitani.office,,,みたに ひでひろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11359720,Isamu Ueda,上田勇,,Isamu Ueda,Isamu Ueda,Isamu Ueda,Isamu Ueda,上田勇,male,1958-08-05,Isamu,Isamu Ueda,,,,,Isamu Ueda,,,,,,,IsamuUeda,Ueda,,/m/03cjqj5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.isamu-u.com/,"Уэда, Исаму",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isamu.ueda.77,,,うえだ いさむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11360320,Hiroshi Ueno,上野宏史,,Hiroshi Ueno,,Hiroshi Ueno,,上野宏史,male,1971-02-23,Hiroshi,,,,,,,,,,,,,ueno_hiroshi,Ueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ueno-hiroshi.jp/,"Уэно, Хироси",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ueno.hiroshi,,,うえの ひろし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11360463,Michiko Ueno,上野通子,,Michiko Ueno,,Michiko Ueno,Michiko Ueno,上野通子,female,1958-04-21,Michiko,上野通子,,,,,Michiko Ueno,,,,,,,,Ueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ueno-michiko.jp/,"Уэно, Митико",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,うえの みちこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11364144,Norihiro Nakayama,中山展宏,,,,Norihiro Nakayama,,中山展宏,male,1968-09-16,Norihiro,,,,,,,,,,,,,norihiron,Nakayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://norihiro.org/,"Накаяма, Норихиро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なかやま のりひろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11364418,Katsuhito Nakajima,中島克仁,,Katsuhito Nakajima,,Katsuhito Nakajima,,中島克仁,male,1967-09-27,Katsuhito,,,,,,,,,,,,,KatsuNakajima,Nakajima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://katsuhito-nakajima.jp/,"Накадзима, Кацухито",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100003030648555,,,なかじま かつひと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11364762,Toshinao Nakagawa,中川俊直,,Toshinao Nakagawa,,Toshinao Nakagawa,Toshinao Nakagawa,中川俊直,male,1970-04-25,,Toshinao Nakagawa,,,,,,,Category:Toshinao Nakagawa,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Toshinao_Nakagawa_201608.jpg,,Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Накагава, Тосинао",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なかがわ としなお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11365989,Hiroyuki Nakamura,中村裕之,,Hiroyuki Nakamura,,Hiroyuki Nakamura,,中村裕之,male,1961-02-23,Hiroyuki,,,,,,Hiroyuki Nakamura,中村裕之,,,,中村裕之,,nakamuradougi,Nakamura,,,,,,,,,,,,,,,,هيرويوكي ناكامورا,,,,,,,,,,,,,,,,,,,,http://www.hiro-nakamura.jp/,"Накамура, Хироюки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hiroyuki.nakamura.1466126,,,なかむら ひろゆき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11367021,Kenji Nakanishi,中西健治,,Kenji Nakanishi,,Kenji Nakanishi,Kenji Nakanishi,中西健治,male,1964-01-04,Kenji,中西健治,,,Kenji Nakanishi,,,,Category:Kenji Nakanishi,,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Kenji_Nakanishi-profile(200).jpg,Kenji_Nakanishi,Nakanishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Наканиси, Кэндзи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nakanishi.Kenji.giin,,,なかにし けんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/122y084_,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11367073,Yūsuke Nakanishi,中西祐介,,,,Yūsuke Nakanishi,,中西祐介,male,1979-07-12,Yūsuke,中西祐介,,,,,,,,,,,,nakanishiyusuke,Nakanishi,43146152990205251006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001228937,,"Наканиси, Юсукэ",,,,,,,,,,,,,,,,,,,,,,,,DA1852182X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yusuke.nakanishi.146,,,なかにし ゆうすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11367646,Hiromasa Nakano,中野洋昌,,Hiromasa Nakano,,Hiromasa Nakano,,中野洋昌,male,1978-01-04,Hiromasa,,,,,,Hiromasa Nakano,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/HiromasaNakano.jpg,Hiro_NAKANO_,Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nakano-hiromasa.com/,"Накано, Хиромаса",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nakanohiromasa.office,,,なかの ひろまさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11368259,Hodaka Maruyama,丸山穂高,,Hodaka Maruyama,,Hodaka Maruyama,,丸山穂高,male,1984-01-10,,,,,,,,,,,,,,maruyamahodaka,,,,,,,,,,,,,,,,,,,,,,,,丸山穂高,,,,,,,,,,,,,http://www.h-maruyama.jp/,"Маруяма, Ходака",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maruyamahodaka,,,まるやま ほだか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11373187,Yoshiyuki Inoue,井上義行,,Yoshiyuki Inoue,,Yoshiyuki Inoue,,井上義行,male,1963-03-12,Yoshiyuki,井上義行,,,,,,,,,,,,,Inoue,,,,,,,,,,,,,,,,يوشييوكي اينو,,,,,,,,,,,,,,,,,,,,,"Иноэ, Ёсиюки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yoshiyuki.inoue.31,,,いのうえ よしゆき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11373203,Hidetaka Inoue,井上英孝,,Hidetaka Inoue,,Hidetaka Inoue,,井上英孝,male,1971-10-25,Hidetaka,,,,,,,,,,,,,,Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hidetaka-inoue.com/,"Иноэ, Хидэтака",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inouehidetaka.ishin,,,いのうえ ひでたか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11373245,Takahiro Inoue,井上貴博,,Takahiro Inoue,,Takahiro Inoue,,井上貴博 (政治家),male,1962-04-02,Takahiro,,,,,,Takahiro Inoue,,,,,,,,Inoue,,,,,,,,,,,,,,,,تاكاهيرو اينو,,,,,,,,,,,,,,,,,,,,http://inouetakahiro.jp,"Иноэ, Такахиро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inouetakahirojimusho,,,いのうえ たかひろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11373350,Yōsei Ide,井出庸生,,,,Yōsei Ide,,井出庸生,male,1977-11-21,,,,,,,Yōsei Ide,,,,,,,yousei_ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yousei-ide.com/,"Идэ, Ёсэи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,いで ようせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11373633,Tatsunori Ibayashi,井林辰憲,,Tatsunori Ibayashi,,Tatsunori Ibayashi,,井林辰憲,male,1976-07-18,Tatsunori,,,,,,Tatsunori Ibayashi,,,,,,,T_Ibayashi,,306296305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001155452,http://t-ibayashi.com/,"Ибаяси, Тацунори",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,いばやし たつのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
