id,name__pl,name__en,name__de,name__fr,name,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__pt,name__nl,name__eo,name__et,name__it,wikipedia__commons,wikipedia__en,wikipedia__et,wikipedia__fr,wikipedia__pt,image,identifier__VIAF,name__es,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pt_br,wikipedia__de,identifier__freebase,identifier__EuroparlMEP,wikipedia__plwikiquote,name__de_ch,name__sk,wikipedia__sk,identifier__NUKAT,name__lt,wikipedia__lt,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__eu,name__fi,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ru,wikipedia__es,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ro,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__eo,identifier__LCAuth,name__mg,wikipedia__ca,wikipedia__mg,wikipedia__nl,wikipedia__tr,website,identifier__FIFA,name__ka,name__be,name__bg,name__vi,name__la,name__ie,name__szl,name__ko,name__el,name__io,name__hy,name__ja,name__mk,name__sr,name__mr,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__vi,wikipedia__eu,wikipedia__gl,name__ksh,wikipedia__ksh,name__oc,identifier__GND,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__th,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,wikipedia__th,identifier__NKC,facebook,wikipedia__sl,wikipedia__oc,twitter,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__ukwikiquote,identifier__NTA,identifier__GTAA,name__csb,wikipedia__csb,name__az,name__hsb,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__ar,wikipedia__ar,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,identifier__NLP,wikipedia__af,wikipedia__mk,family_name,identifier__Munzinger,name__fo,wikipedia__fo,name__hi,name__kk,wikipedia__ast,wikipedia__kk,name__dsb,name__ht,name__qu,name__zh_cn,name__mn,name__ta,name__crh_latn,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__qu,wikipedia__scn,death_date,name__sgs,wikipedia__bat_smg,identifier__AlloCine,name__ia,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__na,wikipedia__os,identifier__LNB,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__vo,wikipedia__vo,name__cv,name__jv,name__mrj,name__sah,name__se,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,identifier__PTBNP,identifier__parlement,identifier__NDL,identifier__NLA,identifier__NLI,identifier__BNE,identifier__BAV,name__diq,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__catholic_hierarchy,wikipedia__xmf,name__xmf,name__bm,name__de_at,name__frc,name__frp,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__IIAF,identifier__MusicBrainz,identifier__discogs,identifier__MGP,identifier__allmovie,identifier__OLID,identifier__SFDb,identifier__NNDB,identifier__FAST,identifier__CSPAN,identifier__moviemeter,last_seen,wikipedia__ba,identifier__Britannica,name__ba,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__dialnet,identifier__senate_nl,identifier__PACE,wikipedia__bn,name__bn,name__pdc,name__stq,name__war,identifier__wikitree,identifier__bigenc_ru,identifier__google_knowledge,wikipedia__dewikinews,wikipedia__plwikinews,wikipedia__ruwikinews,wikipedia__srwikinews,occupation,identifier__polish_scientist,identifier__ne_se,identifier__ULAN,identifier__quora,wikipedia__enwikinews,identifier__snac,wikipedia__frwikinews,wikipedia__bewikiquote,identifier__persee,identifier__filmpolski,name__ext,pseudonym,identifier__songkick,identifier__ioc_athlete,instagram,name__ty,name__ceb,identifier__BIBSYS,identifier__EGAXA,identifier__CONOR,identifier__GNC,name__bat_smg,identifier__flickr,identifier__youtube,wikipedia__ruwikiquote,wikipedia__enwikisource,wikipedia__ruwikisource,identifier__Gutenberg,wikipedia__myv,name__lfn,name__crh
Q11685399,Alicja Lis,Alicja Lis,Alicja Lis,Alicja Lis,Alicja Lis,Alicja Lis,female,1947-09-04,Alicja,Alicja Lis,Alicja Lis,Alicja Lis,,,Alicja Lis,,,,,,,,,,Alicja Lis,,Alicja Lis,,,,,,,Alicja Lis,,,,,,,,,,,,,,,,,,Alicja Lis,,,,,,,,,,,,,,,,,,,,,,,Alicja Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11685912,Andrzej Janusz Zakrzewski,Andrzej Zakrzewski,Andrzej Zakrzewski,Andrzej Janusz Zakrzewski,Andrzej Janusz Zakrzewski,Andrzej Zakrzewski (1950–1996),male,1950-05-12,Andrzej,Andrzej Zakrzewski (1950–1996),Andrzej Janusz Zakrzewski,Andrzej Janusz Zakrzewski,,,Andrzej Janusz Zakrzewski,,,,,,,,,,Andrzej Janusz Zakrzewski,,Andrzej Janusz Zakrzewski,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Janusz Zakrzewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686047,Andrzej Potocki,Andrzej Potocki,Andrzej Potocki,,Andrzej Potocki,Andrzej Potocki (poseł),male,1964-08-25,Andrzej,Andrzej Potocki (poseł),Andrzej Potocki,Andrzej Potocki,,,Andrzej Potocki,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Potocki.jpg,,,,Andrzej Potocki,,Andrzej Potocki,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Potocki,,,,,,,,,,,,,,,,,,,,,,,Andrzej Potocki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686101,Andrzej Terlecki,Andrzej Terlecki,Andrzej Terlecki,Andrzej Terlecki,Andrzej Terlecki,Andrzej Terlecki,male,1952-11-02,Andrzej,Andrzej Terlecki,Andrzej Terlecki,Andrzej Terlecki,,,Andrzej Terlecki,,,,,,,302885810,,,Andrzej Terlecki,,Andrzej Terlecki,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Terlecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686111,Andrzej Wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,male,1927-12-16,Andrzej,Andrzej Wielowieyski,Andrzej Wielowieyski,Andrzej Wielowieyski,,,Andrzej Wielowieyski,Category:Andrzej Wielowieyski,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Andrzej_Wielowieyski_Senat_RP_02.JPG,101863453,,,Andrzej Wielowieyski,,Andrzej Wielowieyski,,,,,,93543,Andrzej Wielowieyski,,,,n96103937,,,,,,,,,,,,,,Andrzej Wielowieyski,,,,,,,,,,,,,,,,,,,,,,,Andrzej Wielowieyski,,,,,,,,0000 0000 7911 1686,,,,,,,,,,,,,,,,,,,no2007098693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019540346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686117,Andrzej Wiśniewski,Andrzej Wiśniewski,Andrzej Wiśniewski,Andrzej Wiśniewski,Andrzej Wiśniewski,Andrzej Wiśniewski (ur. 1953),male,1953-06-08,Andrzej,Andrzej Wiśniewski (ur. 1953),Andrzej Wiśniewski,Andrzej Wiśniewski,,,Andrzej Wiśniewski,,,,,,,,,,Andrzej Wiśniewski,,Andrzej Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,Andrzej Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686131,Andrzej Zarębski,Andrzej Zarębski,Andrzej Zarębski,Andrzej Zarębski,Andrzej Zarębski,Andrzej Zarębski,male,1957-07-07,Andrzej,Andrzej Zarębski,Andrzej Zarębski,Andrzej Zarębski,,,Andrzej Zarębski,,,,,,,308734691,,,Andrzej Zarębski,,Andrzej Zarębski,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Zarębski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051759935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A36334303,,,Zarębski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686237,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,female,1945-03-14,Anna,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Anna_Gorna_Kubacka.JPG,,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,,,,,,,,,Anna Górna-Kubacka,,,Anna Górna-Kubacka,,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,Anna Górna-Kubacka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,40534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686265,Anna Nemś,Anna Nemś,Anna Nemś,Anna Nemś,Anna Nemś,Anna Nemś,female,1964-03-19,Anna,Anna Nemś,Anna Nemś,Anna Nemś,,,Anna Nemś,,,,,,,,,,Anna Nemś,,Anna Nemś,,,,,,,,,,,,,,,,,,,,,,,,,Anna Nemś,,,,,,,,,,,,,,,,,,,,,,,Anna Nemś,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11686816,Artur Zasada,Artur Zasada,Artur Zasada,Artur Zasada,Artur Zasada,Artur Zasada,male,1969-06-05,Artur,Artur Zasada,Artur Zasada,Artur Zasada,,,Artur Zasada,Category:Artur Zasada,Artur Zasada,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Artur_Zasada_Sejm_2015.JPG,,,,Artur Zasada,,Artur Zasada,,,,Artur Zasada,/m/0w1g19k,96778,,,,,,,,,,,,,,,,,,,Artur Zasada,,,,,,,,,,,,,,,,,,,,,,,Artur Zasada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.arturzasada.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11687350,Barbara Imiołczyk,Barbara Imiołczyk,Barbara Imiołczyk,Barbara Imiołczyk,Barbara Imiołczyk,Barbara Imiołczyk,female,1951-08-20,Barbara,Barbara Imiołczyk,Barbara Imiołczyk,Barbara Imiołczyk,,,Barbara Imiołczyk,,,,,,,,,,Barbara Imiołczyk,,Barbara Imiołczyk,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Imiołczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11687458,Bartłomiej Dorywalski,Bartłomiej Dorywalski,Bartłomiej Dorywalski,Bartłomiej Dorywalski,Bartłomiej Dorywalski,Bartłomiej Dorywalski,male,1979-08-16,Bartłomiej,Bartłomiej Dorywalski,Bartłomiej Dorywalski,Bartłomiej Dorywalski,,,Bartłomiej Dorywalski,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bartłomiej_Dorywalski.jpg,,,,Bartłomiej Dorywalski,,Bartłomiej Dorywalski,,,,,,,,,,,,,,,,,,,,,,,,,Bartłomiej Dorywalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11688450,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,male,1959-08-22,Bogumił,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Poseł_Bogumił_Zych_X_kadencja.jpg,,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,,,,,,,,,Bogumił Zych,,,Bogumił Zych,,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,Bogumił Zych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11688533,Bolesław Bujak,Bolesław Bujak,Bolesław Bujak,Bolesław Bujak,Bolesław Bujak,Bolesław Bujak,male,1957-11-03,Bolesław,Bolesław Bujak,Bolesław Bujak,Bolesław Bujak,,,Bolesław Bujak,,,,,,,,,,Bolesław Bujak,,Bolesław Bujak,,,,,,,,,,,,,,,,,,,,,,,,,Bolesław Bujak,,,,,,,,,,,,,,,,,,,,,,,Bolesław Bujak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11688711,Bożena Borys-Szopa,Bożena Borys-Szopa,Bożena Borys-Szopa,Bożena Borys-Szopa,Bożena Borys-Szopa,Bożena Borys-Szopa,female,1954-03-11,Bożena,Bożena Borys-Szopa,Bożena Borys-Szopa,Bożena Borys-Szopa,,,Bożena Borys-Szopa,Category:Bożena Borys-Szopa,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Bożena_Borys-Szopa_Sejm_2015.JPG,,,,Bożena Borys-Szopa,,Bożena Borys-Szopa,,,,,,,,,,,,,,,,,,,,,,,,,Bożena Borys-Szopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11692294,Czesław Śleziak,Czesław Śleziak,Czesław Śleziak,Czesław Śleziak,Czesław Śleziak,Czesław Śleziak,male,1952-06-30,Czesław,Czesław Śleziak,Czesław Śleziak,Czesław Śleziak,,,Czesław Śleziak,,,,,,,,,,Czesław Śleziak,,Czesław Śleziak,,,,,,,,,,,,,,,,,,,,,,,,,Czesław Śleziak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11692958,Dariusz Kołodziejczyk,Dariusz Kołodziejczyk,Dariusz Kołodziejczyk,Dariusz Kołodziejczyk,Dariusz Kołodziejczyk,Dariusz Kołodziejczyk (polityk),male,1967-11-13,Dariusz,Dariusz Kołodziejczyk (polityk),Dariusz Kołodziejczyk,Dariusz Kołodziejczyk,,,Dariusz Kołodziejczyk,,,,,,,,,,Dariusz Kołodziejczyk,,Dariusz Kołodziejczyk,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Kołodziejczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11693004,Dariusz Wójcik,Dariusz Wójcik,Dariusz Wójcik,Dariusz Wójcik,Dariusz Wójcik,Dariusz Wójcik (polityk),male,1961-04-09,Dariusz,Dariusz Wójcik (polityk),Dariusz Wójcik,Dariusz Wójcik,,,Dariusz Wójcik,,,,,,,,,,Dariusz Wójcik,,Dariusz Wójcik,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Wójcik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
