id,name__en,name__es,name__it,name__nl,name__fr,name__de,name__hu,name,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__fr,wikipedia__id,name__mg,wikipedia__mg,name__rw,wikipedia__rw,wikipedia__de,identifier__VIAF,name__ru,name__et,name__tr,name__pl,name__el,name__pt,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__hu,wikipedia__it,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__tr,image,death_date,wikipedia__sv,name__nds,wikipedia__nds,name__ku,name__yo,name__lt,name__ca,name__oc,wikipedia__ku,wikipedia__lt,wikipedia__yo,identifier__freebase,name__cs,name__sk,name__sr,wikipedia__sr,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__en_ca,name__en_gb,name__fi,name__fo,name__is,name__kl,wikipedia__commons,wikipedia__ar,name__ar,name__ja,name__zh_hant,name__zh_cn,name__zh,name__eu,wikipedia__zh,wikipedia__vi,name__vi,wikipedia__plwikiquote,occupation,name__la,wikipedia__la,identifier__SELIBR,identifier__NTA,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__de_ch,name__eo,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,name__he,wikipedia__he,identifier__GND,wikipedia__ga,family_name,wikipedia__ml,wikipedia__ca,wikipedia__fi,twitter,name__ml,facebook
Q6787393,Matia Kasaija,Matia Kasaija,,Matia Kasaija,Matia Kasaija,Matia Kasaija,Matia Kasaija,Matia Kasaija,Matia Kasaija,male,1944-05-28,,Matia Kasaija,,,,,,,,,,,,Matia Kasaija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6939908,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,Musa Ecweru,male,1964-11-25,,Musa Ecweru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6944303,Muyanja Mbabaali,,,,,Muyanja Mbabaali,,Muyanja Mbabaali,Muyanja Mbabaali,male,,,Muyanja Mbabaali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6944729,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,Mwesigwa Rukutana,male,1959-11-15,,Mwesigwa Rukutana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175509,Peter Lokeris,Peter Lokeris,,Peter Lokeris,Peter Lokeris,Peter Lokeris,Peter Lokeris,Peter Lokeris,Peter Lokeris,male,1947-02-02,Peter,Peter Lokeris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176147,Peter Nyombi,,,Peter Nyombi,Peter Nyombi,Peter Nyombi,,Peter Nyombi,Peter Nyombi,male,1954-04-23,Peter,Peter Nyombi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7301855,Rebecca Otengo Amuge,,Rebecca Amuge Otengo,Rebecca Otengo Amuge,Rebecca Otengo Amuge,Rebecca Otengo Amuge,,Rebecca Otengo Amuge,Rebecca Amuge Otengo,female,1966,Rebecca,Rebecca Amuge Otengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7329499,Richard Todwong,,,Richard Todwong,Richard Todwong,Richard Todwong,,Richard Todwong,Richard Todwong,male,1973-11-24,Richard,Richard Todwong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7365019,Ronald Kibuule,,,,Ronald Kibuule,Ronald Kibuule,,Ronald Kibuule,Ronald Kibuule,male,1984-01-20,Ronald,Ronald Kibuule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7367874,Rose Namayanja,,,Rose Namayanja,Rose Namayanja,Rose Namayanja,,Rose Namayanja,Rose Namayanja,female,1975-08-18,Rose,Rose Namayanja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7368409,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Rosemary Najjemba,Mariam Najjemba,female,1974-04-08,Rosemary,Mariam Najjemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7378868,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,Rukiya Chekamondo,female,1965-10-07,,Rukiya Chekamondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7383142,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,Ruth Nankabirwa,female,1965-11-28,Ruth,Ruth Nankabirwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7403915,Saleh Kamba,,,Saleh Kamba,Saleh Kamba,Saleh Kamba,,Saleh Kamba,Saleh Kamba,male,1971,Salih,Saleh Kamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7407448,Sam Engola,,Sam Engola,Sam Engola,Sam Engola,Sam Engola,,Sam Engola,Sam Engola,male,1958-06-15,Sam,Sam Engola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7422470,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,Sarah Kataike,female,1961-01-21,Sarah,Sarah Kataike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7422653,Sarah Opendi Achieng,,Sarah Achieng Opendi,Sarah Opendi Achieng,Sarah Opendi Achieng,Sarah Opendi Achieng,,Sarah Opendi Achieng,Sarah Achieng Opendi,female,1968-09-06,Sarah,Sarah Achieng Opendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459446,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,Sezi Mbaguta,female,1947-02-01,,Sezi Mbaguta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7518558,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,Simon D'Ujanga,male,1953-08-24,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7519223,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,Simon Lokodo,male,1957-10-28,Simon,Simon Lokodo,,,,,,,,,,,,,,,Simon Lokodo,,,,,,,Simon Lokodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7608889,Stephen Chebrot,,Stephen Chebrot,Stephen Chebrot,Stephen Chebrot,Stephen Chebrot,,Stephen Chebrot,Stephen Chebrot,male,1951-07-27,Stephen,Stephen Chebrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7635964,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,Sulaiman Madada,male,1961-11-11,,Sulaiman Madada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7659743,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,Syda Bbumba,female,1952-01-07,,Syda Bbumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7686751,Tarsis Kabwegyere,Tarsis Kabwegyere,,Tarsis Kabwegyere,Tarsis Kabwegyere,Tarsis Kabwegyere,Tarsis Kabwegyere,Tarsis Kabwegyere,Tarsis Kabwegyere,male,1941-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7781207,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,Thembo Nyombi,male,1964-07-31,,Thembo Nyombi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7815151,Tom Butime,Tom Butime,Tom Butime,Tom Butime,Tom Butime,Tom Butime,Tom Butime,Tom Butime,Tom Butime,male,1947,Tom,Tom Butime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7838817,Tress Bucyanayandi,,,Tress Bucyanayandi,Tress Bucyanayandi,Tress Bucyanayandi,,Tress Bucyanayandi,Tress Bucyanayandi,male,1938-01-01,,Tress Bucyanayandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7931970,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,Vincent Nyanzi,male,1951-07-09,Vincent,Vincent Nyanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7983291,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,Werikhe Kafabusa,male,1955-08-25,,Michael Werikhe Kafabusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8023150,Wilson Muruuli Mukasa,,,Wilson Muruuli Mukasa,Wilson Muruuli Mukasa,Wilson Muruuli Mukasa,,Wilson Muruuli Mukasa,Wilson Muruli Mukasa,male,1952-07-05,Wilson,Wilson Muruli Mukasa,,,,,,,,,,,,Wilson Muruli Mukasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8069664,Zerubabel Nyiira,,,,Zerubabel Nyiira,Zerubabel Nyiira,,Zerubabel Nyiira,Zerubabel Nyiira,male,1940-02-29,,Zerubabel Nyiira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
