id,name__fi,name__en,name,wikipedia__fi,gender,given_name,identifier__eduskunta,original_wikiname,name__ru,name__fr,name__sv,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__en,wikipedia__fr,wikipedia__pl,wikipedia__ru,wikipedia__sv,image,birth_date,identifier__freebase,name__it,name__de,name__et,wikipedia__et,name__sco,name__ja,wikipedia__commons,wikipedia__de,wikipedia__ja,website,identifier__EuroparlMEP,identifier__valtioneuvostosta,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__id,wikipedia__lt,wikipedia__uk,identifier__VIAF,name__tr,wikipedia__tr,wikipedia__fiwikiquote,identifier__kansallisbiografia,identifier__IMDB,identifier__MusicBrainz,identifier__discogs,family_name,twitter,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__sk,wikipedia__zh,identifier__LCAuth,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,identifier__IIAF,name__ro,name__gsw,wikipedia__ro,identifier__ISNI,identifier__SUDOC,identifier__BNF,name__lv,wikipedia__lv,wikipedia__nl,name__he,name__be,name__hy,name__sl,name__sh,name__az,name__hr,wikipedia__az,wikipedia__be,wikipedia__he,wikipedia__hr,wikipedia__hy,wikipedia__sh,wikipedia__sl,name__hu,name__sq,name__el,name__ga,name__be_tarask,name__mg,wikipedia__be_x_old,wikipedia__cswikiquote,wikipedia__el,wikipedia__ga,wikipedia__hu,wikipedia__mg,wikipedia__plwikiquote,wikipedia__sq,identifier__GND,identifier__Munzinger,identifier__GTAA,identifier__parlement,electoral_district,name__uz,name__ar,name__eu,name__lmo,name__la,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__io,name__lb,name__ie,wikipedia__ar,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__la,wikipedia__lb,wikipedia__simple,wikipedia__uz,identifier__SELIBR,identifier__NTA,identifier__BIBSYS,facebook,name__oc,name__ko,wikipedia__ko,instagram,name__arz,name__yo,name__ms,name__gl,name__vi,name__se,wikipedia__arz,wikipedia__gl,wikipedia__ms,wikipedia__oc,wikipedia__se,wikipedia__vi,wikipedia__yo,name__nan,wikipedia__zh_min_nan,name__so,wikipedia__so,name__cy,name__os,name__is,wikipedia__cy,wikipedia__is,wikipedia__lmo,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__sw,name__vep,name__nds,wikipedia__eu,wikipedia__nds,wikipedia__sw,wikipedia__vep,death_date,name__fo,name__fy,name__br,name__th,name__ilo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,wikipedia__fy,name__gd,name__ang,name__tl,name__kk,name__mn,name__vro,name__gv,name__nov,wikipedia__ang,wikipedia__fiu_vro,wikipedia__gd,wikipedia__gv,wikipedia__kk,wikipedia__mn,wikipedia__nov,wikipedia__ruwikinews,wikipedia__tl,identifier__NNDB,name__bs,wikipedia__bswikiquote,identifier__ULAN,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__OLID,identifier__FAST,identifier__Britannica,identifier__moviemeter,identifier__elonet,identifier__PORT,last_seen,noble_title,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__senate_nl,wikipedia__svwikiquote,identifier__PACE,wikipedia__hsb,name__co,name__ty,name__hsb,identifier__wikitree,identifier__google_knowledge,linkedin,married_name,identifier__NKC,identifier__NUKAT,occupation,name__af,name__an,name__ast,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__enwikinews,name__qu,wikipedia__qu,identifier__ne_se,name__tt,identifier__snac,pseudonym,wikipedia__srwikinews,name__ext,identifier__NLI,identifier__BNE,identifier__BAV,name__sje,name__sma,name__smj,identifier__ioc_athlete
Q11850078,Aili Laitinen,Aili Laitinen,Aili Laitinen,Aili Laitinen,female,Aili,910076,Aili Laitinen,,Aili Laitinen,,,Aili Laitinen,,,,,,,,,,,1935-04-04,,Aili Laitinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laitinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11850089,Aimo Ajo,Aimo Ajo,Aimo Ajo,Aimo Ajo,male,Aimo,108,Aimo Ajo,,Aimo Ajo,,,Aimo Ajo,,,,,,,,,,,1932-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11850151,Aino-Kaisa Pekonen,Aino-Kaisa Pekonen,Aino-Kaisa Pekonen,Aino-Kaisa Pekonen,female,Aino,1097,Aino-Kaisa Pekonen,,Aino-Kaisa Pekonen,Aino-Kaisa Pekonen,,Aino-Kaisa Pekonen,,,,,Aino-Kaisa Pekonen,,,,Aino-Kaisa Pekonen,https://upload.wikimedia.org/wikipedia/commons/9/9f/Aino-kaisa_pekonen.jpg,1979-01-24,,,Aino-Kaisa Pekonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pekonen,akpekonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/121fx0rn,,"",,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11850174,Aino Pohjanoksa,Aino Pohjanoksa,Aino Pohjanoksa,Aino Pohjanoksa,female,Aino,220,Aino Pohjanoksa,,Aino Pohjanoksa,,,Aino Pohjanoksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11850180,Aino Suhola,Aino Suhola,Aino Suhola,Aino Suhola,female,Aino,372,Aino Suhola,,Aino Suhola,,,Aino Suhola,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Aino_Suhola.jpg,1950-01-16,,Aino Suhola,,,,,,,,,,,,,,,,,,,,,56121913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,059068671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11850974,Alli Vaittinen-Kuikka,Alli Vaittinen-Kuikka,Alli Vaittinen-Kuikka,Alli Vaittinen-Kuikka,female,Alli,910194,Alli Vaittinen-Kuikka,,Alli Vaittinen-Kuikka,,,Alli Vaittinen-Kuikka,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4a/Alli-Vaittinen-Kuikka-1961.jpg,1918-05-08,,,,,,,アッリ・ヴァイッティネン＝クイッカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألي فايتينن كويكا,,,,,,,,,,,ألي فايتينن كويكا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851095,Alvar Saukko,Alvar Saukko,Alvar Saukko,Alvar Saukko,male,Alvar,910147,Alvar Saukko,,Alvar Saukko,,,Alvar Saukko,,,,,Alvar Saukko,,,,,,1929-11-28,,,Alvar Saukko,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saukko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851518,Anna-Kaarina Aalto,Anna-Kaarina Aalto,Anna-Kaarina Aalto,Anna-Kaarina Aalto,female,Anna,910207,Anna-Kaarina Aalto,,Anna-Kaarina Aalto,,,Anna-Kaarina Aalto,,,,,,,,,,,1920-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aalto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851521,Anna-Kaarina Louvo,Anna-Kaarina Louvo,Anna-Kaarina Louvo,Anna-Kaarina Louvo,female,,177,Anna-Kaarina Louvo,,Anna-Kaarina Louvo,,,Anna-Kaarina Louvo,,,,,,,,,,,1937-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851529,Anna-Liisa Hyvönen,Anna-Liisa Hyvönen,Anna-Liisa Hyvönen,Anna-Liisa Hyvönen,female,Anna-Liisa,910036,Anna-Liisa Hyvönen,,Anna-Liisa Hyvönen,,,Anna-Liisa Hyvönen,,,,,,,,,,,1926-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyvönen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851532,Anna-Liisa Jokinen,Anna-Liisa Jokinen,Anna-Liisa Jokinen,Anna-Liisa Jokinen,female,Anna-Liisa,151,Anna-Liisa Jokinen,,Anna-Liisa Jokinen,,,Anna-Liisa Jokinen,,,,,,,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jokinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851533,Anna-Liisa Kasurinen,Anna-Liisa Kasurinen,Anna-Liisa Kasurinen,Anna-Liisa Kasurinen,female,Anna-Liisa,185,Anna-Liisa Kasurinen,,Anna-Liisa Kasurinen,Anna-Liisa Kasurinen,,Anna-Liisa Kasurinen,,,,,Anna-Liisa Kasurinen,,,,,,1940-05-08,,,,Anna-Liisa Kasurinen,Anna-Liisa Kasurinen,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851534,Anna-Liisa Korpinen,Anna-Liisa Korpinen,Anna-Liisa Korpinen,Anna-Liisa Korpinen,female,Anna-Liisa,911819,Anna-Liisa Korpinen,,Anna-Liisa Korpinen,,,Anna-Liisa Korpinen,,,,,,,,,,,1929-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851536,Anna-Liisa Linkola,Anna-Liisa Linkola,Anna-Liisa Linkola,Anna-Liisa Linkola,female,Anna-Liisa,910085,Anna-Liisa Linkola,,Anna-Liisa Linkola,,,Anna-Liisa Linkola,,,,,Anna-Liisa Linkola,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Anna-Liisa-Linkola.jpg,1914-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851663,Anne Huotari,Anne Huotari,Anne Huotari,Anne Huotari,female,Anne,453,Anne Huotari,,Anne Huotari,Anne Huotari,,Anne Huotari,,,,,Anne Huotari,,,,,,1959-12-31,,,Anne Huotari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851689,Anneli Kivitie-Koskinen,Anneli Kivitie-Koskinen,Anneli Kivitie-Koskinen,Anneli Kivitie-Koskinen,female,Anneli,910048,Anneli Kivitie-Koskinen,,Anneli Kivitie-Koskinen,,,Anneli Kivitie-Koskinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851708,Anni Flinck,Anni Flinck,Anni Flinck,Anni Flinck,female,Anni,910358,Anni Flinck,,Anni Flinck,,,Anni Flinck,,,,,Anni Flinck,,,,,,1915-07-24,,,Anni Flinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flinck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851775,Annika Lapintie,Annika Lapintie,Annika Lapintie,Annika Lapintie,female,Annika,479,Annika Lapintie,,Annika Lapintie,,,Annika Lapintie,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Annika_Lapintie_Lahti_(cropped).jpg,1955-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapintie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851795,Annikki Koistinen,Annikki Koistinen,Annikki Koistinen,Annikki Koistinen,female,Annikki,192,Annikki Koistinen,,Annikki Koistinen,,,Annikki Koistinen,,,,,,,,,,,1934-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koistinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851871,Anssi Rauramo,Anssi Rauramo,Anssi Rauramo,Anssi Rauramo,male,Anssi,232,Anssi Rauramo,,Anssi Rauramo,,,Anssi Rauramo,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Anssi_Rauramo.jpg,1952-07-08,,Anssi Rauramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851901,Antero Kekkonen,Antero Kekkonen,Antero Kekkonen,Antero Kekkonen,male,Antero,179,Antero Kekkonen,,Antero Kekkonen,,,Antero Kekkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kekkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851928,Antero Vartia,Antero Vartia,Antero Vartia,Antero Vartia,male,Antero,1329,Antero Vartia,,Antero Vartia,Antero Vartia,,Antero Vartia,,,,,Antero Vartia,,,,Antero Vartia,https://upload.wikimedia.org/wikipedia/commons/1/10/Antero_Vartia.JPG,1980-08-22,,Antero Vartia,Antero Vartia,,,,,,,,http://anterovartia.com/,,,,,,,,,,,,,,,,,nm2647744,,,Vartia,anterovartia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anterovartia,,,,anterovartia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504120,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11851931,Antero Väyrynen,Antero Väyrynen,Antero Väyrynen,Antero Väyrynen,male,Antero,911783,Antero Väyrynen,,Antero Väyrynen,,,Antero Väyrynen,,,,,Antero Väyrynen,,,,,,1916-09-26,,,Antero Väyrynen,,,,,,,,,,378,,,,,,,,,,,,,,,,,,Väyrynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11852037,Antti-Veikko Perheentupa,Antti-Veikko Perheentupa,Antti-Veikko Perheentupa,Antti-Veikko Perheentupa,male,,910120,Antti-Veikko Perheentupa,,Antti-Veikko Perheentupa,,,Antti-Veikko Perheentupa,,,,,,,,,,,1930-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11852064,Antti Halme,Antti Halme,Antti Halme,Antti Halme,male,Antti,910411,Antti Halme,,Antti Halme,,,Antti Halme,,,,,,,,,,,,,Antti Halme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11852109,Antti Kaikkonen,Antti Kaikkonen,Antti Kaikkonen,Antti Kaikkonen,male,Antti,772,Antti Kaikkonen,,Antti Kaikkonen,Antti Kaikkonen,,Antti Kaikkonen,Antti Kaikkonen,,,,Antti Kaikkonen,,,,Antti Kaikkonen,https://upload.wikimedia.org/wikipedia/commons/c/ca/Antti_Kaikkonen.jpg,1974-02-14,,,Antti Kaikkonen,,,,,Category:Antti Kaikkonen,,,,,,,,,,,,,,,,,,,,,,,Kaikkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antti Kaikkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
